"Well","Cy5IntDen","Cy5Median","Cy5XArea","AmpFluor","WTFluor","MUTFluor","ThermalCycler","Array","Master","RunDate","Resolution","Triton","Tween","RefMat","CellStain","FAMIntDen","FAMMedian","FAMXArea","Linked","CellCount","HEXIntDen","HEXMedian","HEXXArea"
606,105139,466,54.118,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1050656,2784,54.118,0,0,114236,99,54.118
607,117252,833,68.235,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1210748,6371,68.824,0,2,144555,663,68.824
608,108823,413,55.882,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1073540,3667,55.882,0,2,121222,175,55.882
609,119933,747,72.941,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1088159,5512,73.529,0,1,140598,786,73.529
610,120014,731,77.059,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1242779,6812,78.235,0,2,145773,518,78.235
611,144328,804,76.471,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1391934,10031,80,0,1,162660,939,80
612,126467,720,76.471,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1397742,7299,78.235,0,0,161701,974,78.235
613,122484,783,76.471,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1262651,7541,77.647,0,1,142657,656,77.647
614,105768,631,72.941,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1071093,7075,73.529,0,0,135449,822,73.529
615,100685,669,66.471,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",921681,3936,66.471,0,1,115107,432,66.471
616,121398,837,67.647,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1116111,7344,67.647,0,1,134302,384,67.647
617,114562,658,72.941,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1088612,6689,72.941,0,0,135640,657,72.941
618,122458,748,67.059,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1055075,5709,68.235,0,0,144900,636,68.235
619,119663,821,66.471,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1017537,6993,67.059,0,1,147366,469,67.059
620,129620,784,75.294,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",2082022,11709,75.882,0,0,618600,2269,75.882
621,133281,796,68.235,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1664410,8125,68.235,0,0,440767,1827,68.235
622,129454,830,75.294,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1086261,7821,75.294,0,0,216971,1566,75.294
623,114719,394,58.824,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1277314,5338,59.412,0,0,281750,261,59.412
624,132538,848,76.471,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1554461,10738,76.471,0,0,375543,2534,76.471
625,157896,984,76.471,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1754314,8843,77.059,0,2,342935,1705,77.059
626,101773,404,54.706,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",1243046,2283,55.294,0,0,192038,199,55.294
627,131812,848,76.471,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",2223691,15106,77.647,0,2,381999,2205,77.647
628,89188,125,51.176,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",752453,1939,51.176,0,0,112281,89,51.176
629,84725,0,48.824,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",721545,0,48.824,0,0,103448,0,48.824
630,143705,816,77.647,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",2857611,18372,77.647,0,0,515008,2602,77.647
631,126756,745,75.882,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",2353084,14664,76.471,0,0,432634,2909,76.471
632,149898,988,80.588,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",2622930,16227,80.588,0,0,430581,3193,80.588
633,136028,863,77.647,"FAM","HEX","Cy5","UW",3,"2","2017_01_13",25,0.02,0,"OCI Cells","0.5x EvaGreen",2484033,15507,78.235,0,1,381412,1609,78.235
